uid,iid
2087,928
2087,1085
2088,398
2088,619
2088,937
2088,1057
2088,227
2089,227
2089,646
2089,632
2089,1257
2090,721
2090,1087
2090,1291
2090,1330
2090,227
2091,227
2091,902
2091,1229
2091,1230
2092,227
2092,506
2092,464
2092,811
2092,1557
2093,316
2093,317
2093,227
2093,539
2094,416
2094,228
2094,714
2094,1183
2094,1236
2095,700
2095,1064
2095,1186
2095,1312
2096,232
2096,307
2096,351
2096,371
2096,373
2096,386
2097,230
2097,232
2097,243
2097,373
2097,372
2097,650
2097,1107
2098,230
2098,255
2098,280
2098,466
2098,476
2098,490
2098,244
2098,1267
2099,230
2099,280
2099,584
2099,623
2099,624
2099,661
2099,663
2099,675
2099,689
2099,694
2099,720
2099,742
2099,743
2099,766
2099,789
2099,825
2099,851
2099,912
2099,945
2099,952
2099,955
2099,276
2100,230
2100,1549
2100,1557
2100,1516
2101,231
2101,516
2101,621
2101,809
2101,815
2101,865
2101,554
2101,939
2101,1043
2101,1097
2101,1122
2101,931
2102,231
2102,881
2102,1236
2102,1291
2102,1369
2102,1404
2102,1282
2102,1549
2103,231
2103,316
2103,379
2103,317
2103,632
2103,961
2103,1551
2103,889
2104,657
2104,772
2104,885
2104,899
2104,231
2104,1425
2105,422
2105,1159
2105,231
2105,1551
2106,231
2106,341
2106,1408
2106,1430
2106,1495
2106,1590
2107,231
2107,939
2107,952
2107,1160
2108,232
2108,422
2108,479
2108,373
2108,839
2108,1123
2108,701
2109,265
2109,266
2109,267
2109,268
2109,359
2109,232
2109,906
2110,232
2110,252
2110,1184
2110,1183
2111,932
2111,232
2111,1404
2111,1549
2112,373
2112,232
2112,1230
2112,1394
2113,479
2113,524
2113,839
2113,1363
2114,232
2114,424
2114,1161
2114,251
2115,232
2115,373
2115,1183
2115,1184
2116,232
2116,577
2116,681
2116,822
2116,826
2116,1134
2116,1290
2116,1380
2116,1394
2116,1450
2116,477
2116,1603
2117,373
2117,1237
2117,232
2117,1258
2117,1551
2117,1549
2117,1557
2118,320
2118,678
2118,232
2118,867
2119,472
2119,232
2119,481
2119,865
2119,1015
2119,700
2120,232
2120,867
2120,1285
2120,1481
2120,1587
2121,238
2121,232
2121,373
2121,322
2121,520
2121,523
2121,577
2121,479
2121,930
2121,786
2121,1290
2122,387
2122,475
2122,804
2122,885
2122,926
2122,1043
2122,1044
2122,1053
2122,1195
2122,1316
2122,232
2122,1490
2123,232
2123,373
2123,822
2123,1001
2123,1086
2123,810
2124,652
2124,885
2124,232
2124,1236
2124,1257
2124,1045
2124,1388
2124,1389
2124,1393
2124,1394
2124,1404
2124,1435
2124,1541
2124,1587
2124,1630
2125,232
2125,635
2125,652
2125,700
2125,763
2125,1001
2126,418
2126,473
2126,499
2126,609
2126,779
2126,822
2127,238
2127,232
2127,520
2127,810
2128,233
2128,272
2128,918
2128,948
2129,317
2129,409
2129,233
2129,627
2129,640
2129,795
2129,996
2129,1092
2129,1257
2130,822
2130,1236
2130,1287
2130,233
2131,363
2131,233
2131,443
2131,504
2131,713
2131,757
2131,1001
2131,1080
2131,1098
2131,1101
2131,1130
2131,1137
2131,1138
2131,1146
2132,302
2132,234
2132,464
2132,693
2132,756
2132,864
2132,937
2132,1001
2132,378
2133,398
2133,234
2133,548
2133,844
2133,866
2133,1185
2133,470
2133,1379
2133,1397
2134,608
2134,678
2134,1323
2134,234
2135,363
2135,234
2135,453
2135,1057
2135,1307
2136,234
2136,867
2136,1057
2136,619
2137,511
2137,234
2137,822
2137,1087
2138,468
2138,730
2138,928
2138,1001
2139,234
2139,279
2139,496
2139,570
2140,234
2140,1302
2140,494
2140,1591
2141,700
2141,1551
2141,1555
2141,1557
2142,235
2142,343
2142,1257
2142,826
2142,1608
2143,235
2143,900
2143,904
2143,812
2143,1291
2143,905
2143,1464
2144,570
2144,235
2144,1323
2144,746
2145,236
2145,316
2145,1184
2145,1557
2146,236
2146,524
2146,679
2146,704
2146,885
2146,932
2146,462
2146,1258
2147,236
2147,250
2147,867
2147,1258
2147,1350
2147,1352
2148,265
2148,266
2148,267
2148,268
2148,320
2148,341
2148,369
2148,370
2148,497
2148,498
2148,724
2148,236
2149,351
2149,371
2149,527
2149,693
2149,786
2149,863
2149,237
2149,885
2149,912
2149,930
2149,1041
2149,1087
2149,1236
2149,1276
2149,1284
2149,1357
2149,880
2149,1404
2149,1424
2149,1472
2149,1376
2149,1588
2149,1562
2149,1664
2150,237
2150,955
2150,912
2150,1015
2150,989
2150,1250
2150,1438
2150,1309
2151,263
2151,237
2151,999
2151,1269
2151,1341
2152,240
2152,422
2152,781
2152,786
2152,823
2152,839
2152,840
2152,880
2152,885
2152,895
2152,932
2152,237
2152,1375
2153,342
2153,439
2153,523
2153,649
2153,238
2153,904
2153,831
2153,1391
2154,238
2154,326
2154,342
2154,883
2155,384
2155,520
2155,523
2155,238
2156,384
2156,561
2156,577
2156,1206
2157,319
2157,346
2157,384
2157,523
2157,660
2157,676
2157,883
2157,902
2157,907
2158,384
2158,520
2158,577
2158,902
2158,1063
2159,238
2159,1134
2159,930
2159,1255
2160,342
2160,384
2160,439
2160,238
2160,577
2160,523
2160,846
2160,883
2160,902
2160,810
2161,238
2161,577
2161,384
2161,883
2161,1230
2161,1395
2161,1403
2162,243
2162,342
2162,384
2162,238
2162,523
2162,567
2162,577
2162,520
2162,795
2162,810
2162,822
2162,902
2162,786
2163,238
2163,810
2163,815
2163,1007
2163,901
2163,1255
2163,1351
2164,546
2164,808
2164,890
2164,891
2164,938
2165,778
2165,852
2165,864
2165,902
2166,379
2166,902
2166,1009
2166,240
2167,436
2167,797
2167,1171
2167,1180
2167,1184
2168,240
2168,437
2168,427
2168,700
2168,785
2168,786
2168,937
2168,1001
2168,1134
2168,1184
2168,532
2168,1272
2169,240
2169,831
2169,846
2169,822
2170,240
2170,528
2170,309
2170,935
2170,1124
2170,605
2170,1187
2171,240
2171,1109
2171,301
2171,1549
2172,242
2172,257
2172,283
2172,1562
2173,1189
2173,1190
2173,1191
2173,1473
2174,361
2174,445
2174,607
2174,942
2174,242
2174,1257
2175,242
2175,453
2175,795
2175,1001
2175,652
2176,363
2176,453
2176,523
2176,905
2176,243
2176,1001
2176,1236
2176,1484
2177,243
2177,361
2177,257
2177,441
2177,726
2177,417
2177,1257
2177,1187
2178,243
2178,764
2178,919
2178,881
2178,940
2178,1025
2178,1063
2178,1184
2178,1183
2178,1236
2178,1392
2178,1485
2178,1512
2178,1457
2178,1562
2178,1630
2179,243
2179,333
2179,323
2179,550
2179,694
2179,1007
2179,1284
2180,244
2180,932
2180,1124
2180,1255
2180,866
2180,1428
2180,1441
2180,1493
2181,652
2181,822
2181,244
2181,1085
2181,1398
2181,1404
2181,1434
2181,1435
2181,1538
2181,1579
2181,1587
2181,1603
2182,846
2182,1111
2182,1310
2182,244
2183,466
2183,244
2183,587
2183,810
2184,617
2184,657
2184,924
2184,978
2185,280
2185,334
2185,412
2185,457
2185,466
2185,469
2185,244
2185,493
2185,531
2185,602
2186,244
2186,1304
2186,1324
2186,1549
2187,244
2187,447
2187,1000
2187,1163
2187,365
2187,1236
2187,1284
2187,1328
2187,1339
2187,1369
2187,1459
2187,1472
2187,1479
2187,1481
2187,1587
2187,1176
2188,244
2188,351
2188,371
2188,303
2188,466
2188,531
2188,490
2189,244
2189,280
2189,255
2189,351
2189,355
2190,245
2190,786
2190,885
2190,905
2190,1288
2190,1510
2190,1558
2190,1587
2191,245
2191,795
2191,1107
2191,504
2192,795
2192,867
2192,1307
2192,245
2193,497
2193,737
2193,757
2193,246
2194,317
2194,509
2194,810
2194,246
2194,1257
2194,1421
2194,1081
2195,247
2195,1264
2195,1374
2195,1611
2196,1024
2196,1274
2196,1358
2196,1437
2197,256
2197,426
2197,849
2197,1334
2198,831
2198,1227
2198,1257
2198,248
2198,1422
2199,354
2199,453
2199,472
2199,1001
2199,1184
2200,248
2200,800
2200,1135
2200,1460
2200,283
2200,1618
2201,317
2201,326
2201,248
2201,370
2201,986
2201,1184
2202,358
2202,248
2202,453
2202,371
2202,1190
2202,1243
2203,249
2203,930
2203,479
2203,1551
2203,1555
2204,528
2204,797
2204,939
2204,944
2204,249
2205,334
2205,249
2205,554
2205,1519
2206,249
2206,442
2206,1181
2206,1184
2206,1551
2206,1556
2207,394
2207,250
2207,453
2207,795
2207,1001
2207,528
2207,1184
2208,307
2208,394
2208,536
2208,250
2208,653
2208,631
2208,773
2208,1066
2208,689
2208,1327
2208,1444
2209,508
2209,786
2209,1236
2209,1277
2210,511
2210,1057
2210,251
2210,1586
2210,1630
2211,726
2211,865
2211,940
2211,1001
2211,1206
2211,1282
2211,1392
2211,1457
2211,1464
2211,252
2212,252
2212,567
2212,718
2212,1489
2212,1557
2213,854
2213,252
2213,885
2213,1330
2213,1404
2213,876
2214,271
2214,252
2214,1037
2214,1193
2215,252
2215,504
2215,560
2215,784
2216,342
2216,252
2216,1249
2216,1404
2216,1236
2217,839
2217,1344
2217,1346
2217,1347
2217,1351
2217,1358
2217,1363
2217,1383
2217,1386
2217,1396
2217,1499
2218,252
2218,1135
2218,1357
2218,1391
2218,1398
2219,252
2219,453
2219,709
2219,652
2219,822
2220,252
2220,326
2220,1330
2220,1499
2221,1230
2221,1389
2221,1394
2221,1435
2222,778
2222,982
2222,1227
2222,1277
2222,253
2223,663
2223,765
2223,253
2223,885
2223,1037
2223,1171
2223,1180
2223,1181
2223,1183
2223,853
2224,315
2224,605
2224,253
2224,1184
2225,1183
2225,1185
2225,1549
2225,1551
2225,1556
2226,810
2226,973
2226,1001
2226,1057
2227,255
2227,490
2227,719
2227,885
2227,987
2227,1001
2227,1244
2227,693
2227,1318
2227,1495
2227,1615
2228,453
2228,469
2228,255
2228,866
2229,762
2229,898
2229,1249
2229,256
2230,786
2230,256
2230,1236
2230,1257
2231,960
2231,1279
2231,1318
2231,256
2231,1404
2231,1443
2231,1464
2232,256
2232,1543
2232,1549
2232,1552
2232,1556
2232,1338
2233,504
2233,561
2233,785
2233,898
2233,901
2233,1307
2233,1386
2234,257
2234,1543
2234,1549
2234,1552
2235,257
2235,293
2235,313
2235,337
2235,259
2235,1155
2235,1197
2235,1483
2236,265
2236,257
2236,1190
2236,1243
2236,1482
2237,258
2237,337
2237,257
2237,794
2237,1155
2237,1197
2238,257
2238,258
2238,1155
2238,1197
2239,473
2239,509
2239,547
2239,642
2239,971
2240,257
2240,269
2240,440
2240,543
2240,898
2240,1188
2240,1386
2240,1443
2241,259
2241,312
2241,313
2241,793
2242,257
2242,259
2242,337
2242,1483
2243,269
2243,257
2243,325
2243,336
2243,291
2243,1483
2244,813
2244,257
2244,942
2244,1157
2244,1204
2245,258
2245,957
2245,1157
2245,1197
2246,257
2246,668
2246,763
2246,1001
2246,1006
2246,1099
2246,1134
2247,258
2247,407
2247,291
2247,967
2247,999
2247,1295
2248,727
2248,868
2248,898
2248,899
2248,1077
2249,259
2249,868
2249,407
2249,928
2249,1057
2250,259
2250,868
2250,529
2250,1422
2251,260
2251,533
2251,735
2251,1190
2252,260
2252,672
2252,856
2252,1022
2252,1046
2252,1183
2253,625
2253,260
2253,831
2253,1046
2254,260
2254,270
2254,410
2254,554
2254,853
2254,1067
2254,1144
2254,1190
2254,1416
2255,554
2255,649
2255,784
2255,814
2255,822
2255,831
2255,866
2255,260
2255,1036
2255,1069
2256,260
2256,453
2256,539
2256,554
2256,283
2256,1046
2256,1057
2257,472
2257,678
2257,773
2257,1557
2257,1597
2258,260
2258,1394
2258,1450
2258,1550
2258,1363
2259,260
2259,284
2259,270
2259,586
2259,710
2259,728
2259,729
2259,755
2259,428
2259,869
2259,759
2259,1033
2260,260
2260,810
2260,1046
2260,1549
2261,468
2261,511
2261,672
2261,1415
2262,580
2262,672
2262,896
2262,260
2263,831
2263,852
2263,865
2263,887
2264,261
2264,718
2264,773
2264,416
2264,1217
2264,1257
2265,261
2265,363
2265,415
2265,669
2265,848
2265,917
2265,1016
2265,264
2265,1586
2266,382
2266,261
2266,496
2266,509
2266,431
2266,772
2266,1125
2266,1341
2267,261
2267,595
2267,1129
2267,1342
2267,1349
2267,530
2268,438
2268,677
2268,867
2268,261
2268,1551
2268,1556
2268,1549
2269,390
2269,437
2269,1094
2269,1130
2269,1140
2269,1150
2270,262
2270,443
2270,790
2270,939
2271,453
2271,818
2271,263
2271,1001
2272,263
2272,613
2272,706
2272,1160
2272,1445
2272,1606
2273,424
2273,480
2273,758
2273,1304
2273,264
2274,524
2274,889
2274,928
2274,1557
2275,264
2275,424
2275,320
2275,867
2276,328
2276,608
2276,679
2276,700
2276,783
2276,864
2276,1057
2276,1272
2277,328
2277,529
2277,637
2277,657
2277,264
2277,811
2277,1093
2277,1142
2277,1401
2278,466
2278,758
2278,846
2278,1285
2279,264
2279,266
2279,268
2279,359
2279,849
2279,1304
2279,1343
2279,1502
2279,1595
2280,264
2280,361
2280,424
2280,678
2280,1057
2281,268
2281,283
2281,317
2281,369
2281,480
2281,632
2282,264
2282,320
2282,690
2282,700
2283,264
2283,316
2283,369
2283,424
2283,460
2283,735
2283,1236
2283,1378
2283,283
2284,264
2284,268
2284,424
2284,758
2284,1502
2285,402
2285,264
2285,424
2285,1001
2286,267
2286,316
2286,317
2286,264
2286,1257
2287,264
2287,679
2287,750
2287,648
2287,937
2288,363
2288,678
2288,1304
2288,1620
2289,264
2289,679
2289,691
2289,381
2290,264
2290,822
2290,1234
2290,1304
2290,1502
2291,264
2291,320
2291,453
2291,652
2292,394
2292,424
2292,264
2292,470
2292,622
2292,659
2292,691
2292,477
2292,1324
2292,1013
2292,1492
2293,265
2293,679
2293,1357
2293,1368
2294,266
2294,268
2294,503
2294,679
2294,265
2294,1307
2295,320
2295,265
2295,632
2295,359
2295,961
2295,1061
2296,265
2296,359
2296,424
2296,480
2296,662
2296,1088
2297,328
2297,265
2297,678
2297,758
2297,1183
2297,1184
2297,1265
2297,358
2298,267
2298,351
2298,457
2298,490
2298,265
2298,1376
2299,369
2299,265
2299,405
2299,438
2299,678
2299,679
2299,724
2299,1335
2300,266
2300,267
2300,778
2300,265
2301,266
2301,267
2301,268
2301,359
2302,265
2302,480
2302,724
2302,1557
2303,265
2303,266
2303,652
2303,700
2303,902
2303,1001
2303,1184
2303,1236
2303,1288
2304,265
2304,267
2304,268
2304,266
2305,266
2305,268
2305,265
2305,359
2305,424
2305,398
2305,1324
2306,266
2306,268
2306,265
2306,359
2307,268
2307,265
2307,351
2307,464
2307,772
2307,961
2307,341
2308,422
2308,504
2308,668
2308,785
2308,822
2308,839
2308,871
2308,886
2308,887
2308,898
2308,901
2308,902
2308,906
2308,1001
2308,1045
2308,1060
2308,1123
2308,1132
2308,1183
2308,1184
2308,1229
2308,1288
2308,266
2308,1350
2308,1351
2308,1363
2308,1364
2308,1368
2308,1377
2308,1413
2308,1425
2308,1495
2308,1499
2308,1549
2308,1555
2308,1570
2308,1298
2309,266
2309,453
2309,961
2309,775
2310,266
2310,267
2310,268
2310,647
2310,709
2311,266
2311,285
2311,1183
2311,1415
2312,267
2312,266
2312,359
2312,520
2312,470
2312,810
2313,267
2313,268
2313,348
2313,679
2313,1324
2314,328
2314,460
2314,678
2314,1181
2315,266
2315,424
2315,539
2315,973
2316,267
2316,268
2316,266
2316,367
2316,424
2316,662
2316,690
2317,268
2317,358
2317,359
2317,1149
2318,268
2318,399
2318,402
2318,754
2319,815
2319,986
2319,1265
2319,1350
2319,1410
2320,266
2320,760
2320,1181
2320,402
2321,399
2321,632
2321,735
2321,1148
2321,1202
2322,267
2322,359
2322,905
2322,939
2322,1257
2322,1258
2323,268
2323,652
2323,1257
2323,520
2324,268
2324,735
2324,795
2324,961
2324,1001
2325,678
2325,928
2325,1257
2325,268
2326,268
2326,578
2326,700
2326,782
2326,1025
2326,1047
2327,418
2327,1171
2327,1183
2327,1184
2328,268
2328,359
2328,424
2328,1324
2329,268
2329,654
2329,724
2329,736
2329,359
2329,1378
2330,268
2330,376
2330,678
2330,700
2330,961
2331,268
2331,383
2331,866
2331,1027
2331,1238
2331,1379
2331,1474
2331,270
2332,268
2332,427
2332,679
2332,358
2333,287
2333,324
2333,269
2333,388
2334,598
2334,269
2334,865
2334,902
2334,1392
2335,269
2335,324
2335,313
2335,477
2335,1123
2336,480
2336,504
2336,938
2336,1007
2336,269
2336,1245
2336,1255
2336,1257
2336,1288
2337,365
2337,450
2337,269
2337,1184
2337,1236
2337,1183
2337,1550
2337,1551
2337,1555
2337,1556
2337,1557
2338,285
2338,269
2338,445
2338,388
2338,495
2338,524
2338,632
2338,460
2338,735
2338,1304
2339,269
2339,314
2339,388
2339,313
2339,868
2340,365
2340,269
2340,869
2340,1031
2340,1333
2341,388
2341,269
2341,554
2341,1113
2342,320
2342,269
2342,1378
2342,1502
2343,351
2343,363
2343,269
2343,486
2343,607
2343,672
2343,1257
2344,269
2344,388
2344,414
2344,313
2345,388
2345,445
2345,597
2345,633
2346,459
2346,634
2346,637
2346,1197
2347,312
2347,392
2347,269
2347,955
2347,565
2347,1430
2348,671
2348,270
2348,1141
2348,1257
2349,281
2349,942
2349,990
2349,270
2350,270
2350,1085
2350,1557
2350,284
2351,363
2351,506
2351,270
2351,737
2351,644
2351,1034
2352,785
2352,885
2352,1157
2352,1183
2352,1184
2352,1404
2353,271
2353,1085
2353,1291
2353,1160
2354,909
2354,933
2354,1392
2354,1432
2354,271
2355,271
2355,1184
2355,1294
2355,1429
2356,511
2356,529
2356,272
2356,700
2357,317
2357,482
2357,700
2357,272
2358,283
2358,435
2358,691
2358,272
2358,705
2358,962
2359,652
2359,273
2359,855
2359,1057
2360,273
2360,453
2360,928
2360,1236
2360,1555
2361,273
2361,716
2361,885
2361,933
2362,317
2362,361
2362,273
2362,444
2362,627
2362,659
2362,864
2363,856
2363,885
2363,273
2363,1616
2364,697
2364,852
2364,890
2364,899
2365,517
2365,574
2365,808
2365,812
2365,273
2365,921
2365,932
2365,977
2365,1134
2365,1227
2365,1258
2365,1280
2365,1281
2365,1288
2365,1307
2365,1352
2365,1377
2365,1394
2365,1403
2365,1408
2365,1429
2365,1434
2365,1441
2365,1443
2365,1446
2365,1464
2365,1538
2365,1562
2365,1596
2366,323
2366,1183
2366,1257
2366,1288
2366,273
2366,1503
2367,340
2367,714
2367,915
2367,930
2367,1057
2368,453
2368,504
2368,1237
2368,1281
2369,456
2369,273
2369,700
2369,855
2370,936
2370,1109
2370,1214
2370,1565
2371,273
2371,855
2371,1334
2371,1449
2371,1599
2372,274
2372,901
2372,317
2372,1377
2373,274
2373,433
2373,887
2373,888
2374,865
2374,905
2374,1001
2374,1087
2374,1109
2374,274
2374,1495
2374,1541
2374,1562
2375,275
2375,1077
2375,1161
2375,1549
2376,312
2376,313
2376,418
2376,529
2376,275
2376,962
2376,1190
2376,1188
2377,275
2377,332
2377,407
2377,331
2377,1257
2377,1295
2378,324
2378,275
2378,1246
2378,325
2378,1555
2378,1556
2379,833
2379,873
2379,884
2379,276
2379,1085
2379,1257
2379,1026
2380,838
2380,885
2380,952
2380,1053
2380,276
2380,1257
2381,342
2381,379
2381,506
2381,276
2381,574
2381,941
2381,1293
2381,1468
2381,1531
2381,1317
2382,420
2382,1372
2382,1459
2382,276
2383,339
2383,276
2383,434
2383,820
2383,584
2383,1109
2383,1481
2384,278
2384,331
2384,414
2384,1169
2385,287
2385,311
2385,325
2385,414
2386,279
2386,1177
2386,1295
2386,1483
2387,279
2387,414
2387,607
2387,857
2387,868
2387,877
2387,980
2387,1031
2388,397
2388,610
2388,279
2388,611
2389,280
2389,466
2389,490
2389,884
2389,1369
2389,1506
2390,307
2390,353
2390,280
2390,706
2390,1556
2390,1557
2391,351
2391,371
2391,490
2391,602
2391,846
2391,280
2391,1374
2392,340
2392,281
2392,785
2392,354
2392,1257
2392,1272
2392,1549
2393,281
2393,371
2393,391
2393,810
2393,1557
2394,632
2394,649
2394,688
2394,725
2394,735
2394,747
2394,1029
2395,281
2395,1363
2395,1383
2395,901
2396,282
2396,488
2396,778
2396,808
2397,322
2397,282
2397,523
2397,778
2397,812
2397,822
2397,836
2397,883
2397,561
2397,991
2398,283
2398,363
2398,465
2398,598
2398,410
2398,724
2398,798
2398,1026
2398,1085
2398,1039
2398,1184
2398,1183
2399,410
2399,417
2399,580
2399,619
2399,998
2400,283
2400,697
2400,810
2400,822
2400,1086
2400,1236
2401,453
2401,846
2401,847
2401,1001
2401,1285
2401,1313
2401,1404
2401,1495
2401,1501
2401,1550
2401,1569
2402,345
2402,465
2402,778
2402,283
2402,832
2402,930
2403,554
2403,283
2403,786
2403,1001
2403,1377
2403,672
2404,351
2404,885
2404,1404
2404,283
2405,1057
2405,1291
2405,1586
2405,1628
2406,328
2406,503
2406,740
2406,785
2406,1057
2406,1286
2406,283
2406,1335
2407,424
2407,1386
2407,1550
2407,283
2407,1596
2408,358
2408,844
2408,1087
2408,1549
2408,1557
2409,339
2409,928
2409,1085
2409,1187
2409,1557
2410,303
2410,822
2410,1134
2410,1257
2410,1272
2410,1555
2410,283
2411,795
2411,839
2411,1154
2411,1368
2411,1628
2412,437
2412,671
2412,829
2412,939
2412,1081
2412,1101
2412,1291
2412,1336
2412,1605
2413,283
2413,379
2413,1524
2413,1557
2414,875
2414,899
2414,939
2414,1039
2414,1430
2414,283
2415,310
2415,357
2415,502
2415,532
2415,608
2415,810
2415,822
2415,947
2415,963
2415,1085
2416,457
2416,843
2416,952
2416,283
2417,503
2417,528
2417,786
2417,795
2417,1086
2417,1124
2417,1134
2417,1236
2417,1257
2417,283
2418,317
2418,283
2418,1324
2418,1443
2418,1508
2419,466
2419,506
2419,668
2419,811
2420,341
2420,975
2420,1186
2420,1229
2421,595
2421,1057
2421,1377
2421,1485
2422,284
2422,1549
2422,1551
2422,1556
2422,1557
2423,285
2423,427
2423,627
2423,678
2423,679
2423,864
2424,285
2424,754
2424,1443
2424,1579
2425,364
2425,285
2425,566
2425,656
2425,722
2425,507
2425,768
2425,830
2425,831
2425,836
2425,855
2425,871
2425,888
2425,890
2425,891
2425,899
2425,901
2425,906
2425,916
2425,927
2425,938
2425,1024
2425,1119
2425,1227
2425,1258
2425,1260
2425,1261
2425,1274
2425,1275
2425,1281
2425,1293
2425,1311
2425,1340
2425,1351
2425,1352
2425,1358
2425,1362
2425,1368
2425,1375
2425,1388
2425,1408
2425,1413
2425,758
2425,1555
2425,1645
2425,1651
2425,1656
2425,1532
2426,285
2426,740
2426,1195
2426,1251
2426,530
2426,1372
2426,1449
2426,1336
2427,285
2427,334
2427,904
2427,929
2427,1254
2427,1285
2427,1435
2428,734
2428,286
2428,735
2428,865
2429,286
2429,346
2429,487
2429,524
2429,792
2429,941
2429,317
2429,1085
2429,1045
2429,1257
2430,846
2430,930
2430,949
2430,1123
2430,286
2430,1228
2430,1230
2430,1377
2430,1396
2431,370
2431,460
2431,723
2431,961
2431,286
2432,359
2432,415
2432,652
2432,1001
2432,1185
2432,1461
2432,1495
2433,411
2433,450
2433,287
2433,967
2433,1177
2433,1245
2433,1246
2433,885
2434,313
2434,314
2434,407
2434,411
2435,373
2435,1291
2435,288
2435,1615
2435,1630
2435,1646
2436,1180
2436,1181
2436,1184
2436,288
2437,408
2437,712
2437,1184
2437,289
2438,315
2438,289
2438,422
2438,1134
2439,289
2439,363
2439,1556
2439,1557
2440,289
2440,950
2440,1015
2440,1254
2440,1257
2440,1497
2440,1549
2440,1160
2440,1623
2441,550
2441,554
2441,649
2441,695
2441,791
2441,1028
2441,1236
2441,1370
2441,289
2442,1045
2442,290
2442,1311
2442,1352
2443,407
2443,607
2443,291
2443,868
2443,1077
2443,1245
2444,481
2444,292
2444,1543
2444,1551
2444,1552
2444,1553
2444,1557
2445,292
2445,977
2445,1452
2445,1516
2445,1517
2445,1363
2446,342
2446,293
2446,463
2446,516
2447,670
2447,717
2447,977
2447,1199
2447,1303
2447,1386
2447,1391
2447,1399
2447,293
2448,350
2448,463
2448,540
2448,672
2448,717
2448,729
2448,896
2449,294
2449,974
2449,352
2449,1557
2449,1549
2449,1598
2450,295
2450,967
2450,1077
2450,1184
2450,1257
2451,605
2451,617
2451,685
2451,296
2451,1341
2452,296
2452,839
2452,1190
2452,1257
2453,297
2453,371
2453,584
2453,618
2453,821
2453,988
2453,465
2454,297
2454,718
2454,1161
2454,1186
2455,316
2455,358
2455,885
2455,1087
2455,297
2455,1227
2455,1184
2455,1404
2455,1549
2456,297
2456,315
2456,306
2456,422
2456,849
2457,299
2457,308
2457,902
2457,904
2458,299
2458,958
2458,1160
2458,1404
2458,620
2458,1573
2459,473
2459,825
2459,885
2459,901
2459,1060
2459,1063
2460,426
2460,300
2460,1160
2460,1550
2460,1267
2461,300
2461,424
2461,396
2461,754
2461,480
2462,1032
2462,1057
2462,1187
2462,301
2462,1519
2462,1529
2462,1530
2463,377
2463,302
2463,461
2463,712
2464,303
2464,531
2464,1007
2464,1310
2465,304
2465,1555
2465,1556
2465,1549
2466,363
2466,533
2466,305
2466,689
2466,786
2466,1057
2466,1156
2466,1257
2466,1267
2467,305
2467,658
2467,1057
2467,1203
2467,1304
2467,1508
2468,677
2468,1005
2468,1011
2468,1064
2469,306
2469,315
2469,479
2469,422
2470,315
2470,306
2470,479
2470,839
2470,422
2470,1123
2471,479
2471,557
2471,1183
2471,306
2471,1499
2472,315
2472,306
2472,479
2472,422
2472,839
2472,887
2472,1123
2472,1134
2472,1007
2473,822
2473,1093
2473,306
2473,1257
2473,1123
2474,344
2474,422
2474,487
2474,839
2474,1123
2474,1499
2475,315
2475,422
2475,479
2475,839
2475,1123
2476,422
2476,479
2476,729
2476,306
2476,1257
2477,422
2477,839
2477,1123
2477,1499
2478,636
2478,306
2478,871
2478,910
2478,1229
2478,1257
2479,315
2479,306
2479,398
2479,399
2479,400
2479,402
2479,542
2479,678
2479,679
2480,306
2480,422
2480,839
2480,1123
2481,306
2481,315
2481,726
2481,1123
2482,422
2482,306
2482,650
2482,688
2482,1015
2482,1123
2482,452
2482,1184
2482,1556
2482,1557
2483,306
2483,1263
2483,1340
2483,1357
2483,973
2483,1434
2484,307
2484,469
2484,614
2484,394
2484,1232
2484,846
2484,1555
2485,307
2485,693
2485,629
2485,817
2485,867
2485,952
2485,1309
2486,307
2486,1257
2486,1311
2486,498
2487,339
2487,696
2487,867
2487,952
2487,1186
2487,1257
2488,489
2488,307
2488,674
2488,929
2488,860
2488,1576
2488,1587
2488,1577
2488,1636
2488,1644
2488,1667
2489,726
2489,865
2489,930
2489,932
2489,1057
2489,1261
2489,307
2489,1357
2489,1377
2489,1392
2489,1394
2489,1441
2489,1464
2489,1495
2489,1586
2489,1288
2490,307
2490,527
2490,556
2490,800
2491,451
2491,1481
2491,1549
2491,1557
2492,307
2492,659
2492,679
2492,725
2492,1057
2493,307
2493,351
2493,355
2493,526
2494,786
2494,308
2494,1236
2494,1654
2495,308
2495,578
2495,1140
2495,1146
2496,311
2496,388
2496,308
2496,398
2496,402
2497,308
2497,439
2497,477
2497,622
2497,818
2497,1084
2498,308
2498,503
2498,453
2498,657
2498,504
2498,700
2498,785
2498,795
2498,799
2498,701
2498,868
2498,1001
2498,1307
2499,445
2499,308
2499,868
2499,1077
2500,391
2500,705
2500,885
2500,1338
2500,1404
2501,308
2501,388
2501,414
2501,967
2502,445
2502,308
2502,587
2502,461
2502,1270
2502,1415
2502,1421
2502,1555
2503,1029
2503,1221
2503,308
2503,1391
2503,1394
2503,1441
2504,308
2504,388
2504,445
2504,565
2505,308
2505,392
2505,942
2505,1282
2506,885
2506,940
2506,1229
2506,1404
2507,308
2507,793
2507,620
2507,1013
2507,1057
2508,309
2508,886
2508,898
2508,1238
2508,885
2509,357
2509,310
2509,398
2509,725
2510,357
2510,643
2510,646
2510,735
2511,357
2511,453
2511,310
2511,652
